valueSetId,valueSetName,code,display,codeSystem
1516.stroke-dx,Stroke Diagnoses,I63.019,Cerebral infarction due to thrombosis of unspecified vertebral artery,http://hl7.org/fhir/sid/icd-10-cm
1516.stroke-dx,Stroke Diagnoses,I63.032,Cerebral infarction due to thrombosis of left carotid artery,http://hl7.org/fhir/sid/icd-10-cm
1516.stroke-dx,Stroke Diagnoses,I63.119,Cerebral infarction due to embolism of unspecified vertebral artery,http://hl7.org/fhir/sid/icd-10-cm
1516.stroke-dx,Stroke Diagnoses,I63.232,Cerebral infarction due to unspecified occlusion or stenosis of left carotid arteries,http://hl7.org/fhir/sid/icd-10-cm
1516.stroke-dx,Stroke Diagnoses,I63.10,Cerebral infarction due to embolism of unspecified precerebral artery,http://hl7.org/fhir/sid/icd-10-cm
1516.stroke-dx,Stroke Diagnoses,I63.312,Cerebral infarction due to thrombosis of left middle cerebral artery,http://hl7.org/fhir/sid/icd-10-cm
1516.stroke-dx,Stroke Diagnoses,I63.339,Cerebral infarction due to thrombosis of unspecified posterior cerebral artery,http://hl7.org/fhir/sid/icd-10-cm
1516.stroke-dx,Stroke Diagnoses,I63.132,Cerebral infarction due to embolism of left carotid artery,http://hl7.org/fhir/sid/icd-10-cm
1516.stroke-dx,Stroke Diagnoses,I63.211,Cerebral infarction due to unspecified occlusion or stenosis of right vertebral arteries,http://hl7.org/fhir/sid/icd-10-cm
1516.stroke-dx,Stroke Diagnoses,I63.139,Cerebral infarction due to embolism of unspecified carotid artery,http://hl7.org/fhir/sid/icd-10-cm
1516.stroke-dx,Stroke Diagnoses,I63.212,Cerebral infarction due to unspecified occlusion or stenosis of left vertebral arteries,http://hl7.org/fhir/sid/icd-10-cm
1516.stroke-dx,Stroke Diagnoses,I63.322,Cerebral infarction due to thrombosis of left anterior cerebral artery,http://hl7.org/fhir/sid/icd-10-cm
1516.stroke-dx,Stroke Diagnoses,I63.331,Cerebral infarction due to thrombosis of right posterior cerebral artery,http://hl7.org/fhir/sid/icd-10-cm
1516.stroke-dx,Stroke Diagnoses,I63.39,Cerebral infarction due to thrombosis of other cerebral artery,http://hl7.org/fhir/sid/icd-10-cm
1516.stroke-dx,Stroke Diagnoses,I63.031,Cerebral infarction due to thrombosis of right carotid artery,http://hl7.org/fhir/sid/icd-10-cm
1516.stroke-dx,Stroke Diagnoses,I63.12,Cerebral infarction due to embolism of basilar artery,http://hl7.org/fhir/sid/icd-10-cm
1516.stroke-dx,Stroke Diagnoses,I63.341,Cerebral infarction due to thrombosis of right cerebellar artery,http://hl7.org/fhir/sid/icd-10-cm
1516.stroke-dx,Stroke Diagnoses,I63.30,Cerebral infarction due to thrombosis of unspecified cerebral artery,http://hl7.org/fhir/sid/icd-10-cm
1516.stroke-dx,Stroke Diagnoses,I63.131,Cerebral infarction due to embolism of right carotid artery,http://hl7.org/fhir/sid/icd-10-cm
1516.stroke-dx,Stroke Diagnoses,I63.332,Cerebral infarction due to thrombosis of left posterior cerebral artery,http://hl7.org/fhir/sid/icd-10-cm
1516.stroke-dx,Stroke Diagnoses,I63.00,Cerebral infarction due to thrombosis of unspecified precerebral artery,http://hl7.org/fhir/sid/icd-10-cm
1516.stroke-dx,Stroke Diagnoses,I63.011,Cerebral infarction due to thrombosis of right vertebral artery,http://hl7.org/fhir/sid/icd-10-cm
1516.stroke-dx,Stroke Diagnoses,I63.231,Cerebral infarction due to unspecified occlusion or stenosis of right carotid arteries,http://hl7.org/fhir/sid/icd-10-cm
1516.stroke-dx,Stroke Diagnoses,I63.19,Cerebral infarction due to embolism of other precerebral artery,http://hl7.org/fhir/sid/icd-10-cm
1516.stroke-dx,Stroke Diagnoses,I63.349,Cerebral infarction due to thrombosis of unspecified cerebellar artery,http://hl7.org/fhir/sid/icd-10-cm
1516.stroke-dx,Stroke Diagnoses,I63.0,Cerebral infarction due to thrombosis of precerebral arteries,http://hl7.org/fhir/sid/icd-10-cm
1516.stroke-dx,Stroke Diagnoses,I63.01,Cerebral infarction due to thrombosis of vertebral artery,http://hl7.org/fhir/sid/icd-10-cm
1516.stroke-dx,Stroke Diagnoses,I63.03,Cerebral infarction due to thrombosis of carotid artery,http://hl7.org/fhir/sid/icd-10-cm
1516.stroke-dx,Stroke Diagnoses,I63.1,Cerebral infarction due to embolism of precerebral arteries,http://hl7.org/fhir/sid/icd-10-cm
1516.stroke-dx,Stroke Diagnoses,I63.11,Cerebral infarction due to embolism of vertebral artery,http://hl7.org/fhir/sid/icd-10-cm
1516.stroke-dx,Stroke Diagnoses,I63.13,Cerebral infarction due to embolism of carotid artery,http://hl7.org/fhir/sid/icd-10-cm
1516.stroke-dx,Stroke Diagnoses,I63.2,Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries,http://hl7.org/fhir/sid/icd-10-cm
1516.stroke-dx,Stroke Diagnoses,I63.21,Cerebral infarction due to unspecified occlusion or stenosis of vertebral arteries,http://hl7.org/fhir/sid/icd-10-cm
1516.stroke-dx,Stroke Diagnoses,I63.23,Cerebral infarction due to unspecified occlusion or stenosis of carotid arteries,http://hl7.org/fhir/sid/icd-10-cm
1516.stroke-dx,Stroke Diagnoses,I63.3,Cerebral infarction due to thrombosis of cerebral arteries,http://hl7.org/fhir/sid/icd-10-cm
1516.stroke-dx,Stroke Diagnoses,I63.31,Cerebral infarction due to thrombosis of middle cerebral artery,http://hl7.org/fhir/sid/icd-10-cm
1516.stroke-dx,Stroke Diagnoses,I63.32,Cerebral infarction due to thrombosis of anterior cerebral artery,http://hl7.org/fhir/sid/icd-10-cm
1516.stroke-dx,Stroke Diagnoses,I63.33,Cerebral infarction due to thrombosis of posterior cerebral artery,http://hl7.org/fhir/sid/icd-10-cm
1516.stroke-dx,Stroke Diagnoses,I63.34,Cerebral infarction due to thrombosis of cerebellar artery,http://hl7.org/fhir/sid/icd-10-cm
1516.stroke-dx,Stroke Diagnoses,I63.522,Cerebral infarction due to unspecified occlusion or stenosis of left anterior cerebral artery,http://hl7.org/fhir/sid/icd-10-cm
1516.stroke-dx,Stroke Diagnoses,I63.521,Cerebral infarction due to unspecified occlusion or stenosis of right anterior cerebral artery,http://hl7.org/fhir/sid/icd-10-cm
1516.stroke-dx,Stroke Diagnoses,I63.50,Cerebral infarction due to unspecified occlusion or stenosis of unspecified cerebral artery,http://hl7.org/fhir/sid/icd-10-cm
1516.stroke-dx,Stroke Diagnoses,I63.529,Cerebral infarction due to unspecified occlusion or stenosis of unspecified anterior cerebral artery,http://hl7.org/fhir/sid/icd-10-cm
1516.stroke-dx,Stroke Diagnoses,I63.532,Cerebral infarction due to unspecified occlusion or stenosis of left posterior cerebral artery,http://hl7.org/fhir/sid/icd-10-cm
1516.stroke-dx,Stroke Diagnoses,I63.541,Cerebral infarction due to unspecified occlusion or stenosis of right cerebellar artery,http://hl7.org/fhir/sid/icd-10-cm
1516.stroke-dx,Stroke Diagnoses,I63.512,Cerebral infarction due to unspecified occlusion or stenosis of left middle cerebral artery,http://hl7.org/fhir/sid/icd-10-cm
1516.stroke-dx,Stroke Diagnoses,I63.531,Cerebral infarction due to unspecified occlusion or stenosis of right posterior cerebral artery,http://hl7.org/fhir/sid/icd-10-cm
1516.stroke-dx,Stroke Diagnoses,I63.539,Cerebral infarction due to unspecified occlusion or stenosis of unspecified posterior cerebral artery,http://hl7.org/fhir/sid/icd-10-cm
1516.stroke-dx,Stroke Diagnoses,I63.549,Cerebral infarction due to unspecified occlusion or stenosis of unspecified cerebellar artery,http://hl7.org/fhir/sid/icd-10-cm
1516.stroke-dx,Stroke Diagnoses,I63.542,Cerebral infarction due to unspecified occlusion or stenosis of left cerebellar artery,http://hl7.org/fhir/sid/icd-10-cm
1516.stroke-dx,Stroke Diagnoses,I63.519,Cerebral infarction due to unspecified occlusion or stenosis of unspecified middle cerebral artery,http://hl7.org/fhir/sid/icd-10-cm
1516.stroke-dx,Stroke Diagnoses,I63.59,Cerebral infarction due to unspecified occlusion or stenosis of other cerebral artery,http://hl7.org/fhir/sid/icd-10-cm
1516.stroke-dx,Stroke Diagnoses,I63.511,Cerebral infarction due to unspecified occlusion or stenosis of right middle cerebral artery,http://hl7.org/fhir/sid/icd-10-cm
1516.stroke-dx,Stroke Diagnoses,I63.5,Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries,http://hl7.org/fhir/sid/icd-10-cm
1516.stroke-dx,Stroke Diagnoses,I63.51,Cerebral infarction due to unspecified occlusion or stenosis of middle cerebral artery,http://hl7.org/fhir/sid/icd-10-cm
1516.stroke-dx,Stroke Diagnoses,I63.52,Cerebral infarction due to unspecified occlusion or stenosis of anterior cerebral artery,http://hl7.org/fhir/sid/icd-10-cm
1516.stroke-dx,Stroke Diagnoses,I63.53,Cerebral infarction due to unspecified occlusion or stenosis of posterior cerebral artery,http://hl7.org/fhir/sid/icd-10-cm
1516.stroke-dx,Stroke Diagnoses,I63.54,Cerebral infarction due to unspecified occlusion or stenosis of cerebellar artery,http://hl7.org/fhir/sid/icd-10-cm
1516.stroke-dx,Stroke Diagnoses,I63.6,"Cerebral infarction due to cerebral venous thrombosis, nonpyogenic",http://hl7.org/fhir/sid/icd-10-cm
1516.stroke-dx,Stroke Diagnoses,I63.8,Other cerebral infarction,http://hl7.org/fhir/sid/icd-10-cm
1516.stroke-dx,Stroke Diagnoses,I63.9,"Cerebral infarction, unspecified",http://hl7.org/fhir/sid/icd-10-cm
1516.stroke-dx,Stroke Diagnoses,195190007,Cerebral infarction due to embolism of cerebral arteries (disorder),http://snomed.info/sct
1516.stroke-meds,Stroke Medications,1191,Aspirin,http://www.nlm.nih.gov/research/umls/rxnorm
1516.stroke-meds,Stroke Medications,32968,clopidogrel,http://www.nlm.nih.gov/research/umls/rxnorm
1516.carotid-duplex,Carotid Duplex,93880,Duplex scan of extracranial arteries; complete bilateral study,http://www.ama-assn.org/go/cpt
1516.ct-scan-head-proc,CT Scan of Head,70450,"Computed tomography, head or brain; without contrast material",http://www.ama-assn.org/go/cpt
1516.mri-brain-proc,MRI Brain,70554,"Magnetic resonance imaging, brain, functional MRI; including test selection and administration of repetitive body part movement and/or visual stimulation, not requiring physician or psychologist administration",http://www.ama-assn.org/go/cpt
1516.mri-brain-proc,MRI Brain,70555,"Magnetic resonance imaging, brain, functional MRI; requiring physician or psychologist administration of entire neurofunctional testing",http://www.ama-assn.org/go/cpt
1516.deep-vein-thrombosis-dx,Deep Vein Thrombosis Diagnoses,453.42,Acute venous embolism and thrombosis of deep vessels of distal lower extremity,http://hl7.org/fhir/sid/icd-9-cm
1516.deep-vein-thrombosis-dx,Deep Vein Thrombosis Diagnoses,453.40,Acute venous embolism and thrombosis of unspecified deep vessels of lower extremity,http://hl7.org/fhir/sid/icd-9-cm
1516.deep-vein-thrombosis-dx,Deep Vein Thrombosis Diagnoses,453.41,Acute venous embolism and thrombosis of deep vessels of proximal lower extremity,http://hl7.org/fhir/sid/icd-9-cm
1516.deep-vein-thrombosis-dx,Deep Vein Thrombosis Diagnoses,453.4,Acute venous embolism and thrombosis of deep vessels of lower extremity,http://hl7.org/fhir/sid/icd-9-cm
1516.deep-vein-thrombosis-dx,Deep Vein Thrombosis Diagnoses,I82.413,"Acute embolism and thrombosis of femoral vein, bilateral",http://hl7.org/fhir/sid/icd-10-cm
1516.deep-vein-thrombosis-dx,Deep Vein Thrombosis Diagnoses,I82.439,Acute embolism and thrombosis of unspecified popliteal vein,http://hl7.org/fhir/sid/icd-10-cm
1516.deep-vein-thrombosis-dx,Deep Vein Thrombosis Diagnoses,I82.491,Acute embolism and thrombosis of other specified deep vein of right lower extremity,http://hl7.org/fhir/sid/icd-10-cm
1516.deep-vein-thrombosis-dx,Deep Vein Thrombosis Diagnoses,I82.402,Acute embolism and thrombosis of unspecified deep veins of left lower extremity,http://hl7.org/fhir/sid/icd-10-cm
1516.deep-vein-thrombosis-dx,Deep Vein Thrombosis Diagnoses,I82.422,Acute embolism and thrombosis of left iliac vein,http://hl7.org/fhir/sid/icd-10-cm
1516.deep-vein-thrombosis-dx,Deep Vein Thrombosis Diagnoses,I82.499,Acute embolism and thrombosis of other specified deep vein of unspecified lower extremity,http://hl7.org/fhir/sid/icd-10-cm
1516.deep-vein-thrombosis-dx,Deep Vein Thrombosis Diagnoses,I82.401,Acute embolism and thrombosis of unspecified deep veins of right lower extremity,http://hl7.org/fhir/sid/icd-10-cm
1516.deep-vein-thrombosis-dx,Deep Vein Thrombosis Diagnoses,I82.421,Acute embolism and thrombosis of right iliac vein,http://hl7.org/fhir/sid/icd-10-cm
1516.deep-vein-thrombosis-dx,Deep Vein Thrombosis Diagnoses,I82.432,Acute embolism and thrombosis of left popliteal vein,http://hl7.org/fhir/sid/icd-10-cm
1516.deep-vein-thrombosis-dx,Deep Vein Thrombosis Diagnoses,I82.442,Acute embolism and thrombosis of left tibial vein,http://hl7.org/fhir/sid/icd-10-cm
1516.deep-vein-thrombosis-dx,Deep Vein Thrombosis Diagnoses,I82.4Z1,Acute embolism and thrombosis of unspecified deep veins of right distal lower extremity,http://hl7.org/fhir/sid/icd-10-cm
1516.deep-vein-thrombosis-dx,Deep Vein Thrombosis Diagnoses,I82.431,Acute embolism and thrombosis of right popliteal vein,http://hl7.org/fhir/sid/icd-10-cm
1516.deep-vein-thrombosis-dx,Deep Vein Thrombosis Diagnoses,I82.449,Acute embolism and thrombosis of unspecified tibial vein,http://hl7.org/fhir/sid/icd-10-cm
1516.deep-vein-thrombosis-dx,Deep Vein Thrombosis Diagnoses,I82.409,Acute embolism and thrombosis of unspecified deep veins of unspecified lower extremity,http://hl7.org/fhir/sid/icd-10-cm
1516.deep-vein-thrombosis-dx,Deep Vein Thrombosis Diagnoses,I82.493,"Acute embolism and thrombosis of other specified deep vein of lower extremity, bilateral",http://hl7.org/fhir/sid/icd-10-cm
1516.deep-vein-thrombosis-dx,Deep Vein Thrombosis Diagnoses,I82.4Y2,Acute embolism and thrombosis of unspecified deep veins of left proximal lower extremity,http://hl7.org/fhir/sid/icd-10-cm
1516.deep-vein-thrombosis-dx,Deep Vein Thrombosis Diagnoses,I82.4Z2,Acute embolism and thrombosis of unspecified deep veins of left distal lower extremity,http://hl7.org/fhir/sid/icd-10-cm
1516.deep-vein-thrombosis-dx,Deep Vein Thrombosis Diagnoses,I82.403,"Acute embolism and thrombosis of unspecified deep veins of lower extremity, bilateral",http://hl7.org/fhir/sid/icd-10-cm
1516.deep-vein-thrombosis-dx,Deep Vein Thrombosis Diagnoses,I82.4Y3,"Acute embolism and thrombosis of unspecified deep veins of proximal lower extremity, bilateral",http://hl7.org/fhir/sid/icd-10-cm
1516.deep-vein-thrombosis-dx,Deep Vein Thrombosis Diagnoses,I82.411,Acute embolism and thrombosis of right femoral vein,http://hl7.org/fhir/sid/icd-10-cm
1516.deep-vein-thrombosis-dx,Deep Vein Thrombosis Diagnoses,I82.443,"Acute embolism and thrombosis of tibial vein, bilateral",http://hl7.org/fhir/sid/icd-10-cm
1516.deep-vein-thrombosis-dx,Deep Vein Thrombosis Diagnoses,I82.412,Acute embolism and thrombosis of left femoral vein,http://hl7.org/fhir/sid/icd-10-cm
1516.deep-vein-thrombosis-dx,Deep Vein Thrombosis Diagnoses,I82.4Z9,Acute embolism and thrombosis of unspecified deep veins of unspecified distal lower extremity,http://hl7.org/fhir/sid/icd-10-cm
1516.deep-vein-thrombosis-dx,Deep Vein Thrombosis Diagnoses,I82.429,Acute embolism and thrombosis of unspecified iliac vein,http://hl7.org/fhir/sid/icd-10-cm
1516.deep-vein-thrombosis-dx,Deep Vein Thrombosis Diagnoses,I82.433,"Acute embolism and thrombosis of popliteal vein, bilateral",http://hl7.org/fhir/sid/icd-10-cm
1516.deep-vein-thrombosis-dx,Deep Vein Thrombosis Diagnoses,I82.441,Acute embolism and thrombosis of right tibial vein,http://hl7.org/fhir/sid/icd-10-cm
1516.deep-vein-thrombosis-dx,Deep Vein Thrombosis Diagnoses,I82.492,Acute embolism and thrombosis of other specified deep vein of left lower extremity,http://hl7.org/fhir/sid/icd-10-cm
1516.deep-vein-thrombosis-dx,Deep Vein Thrombosis Diagnoses,I82.4Y1,Acute embolism and thrombosis of unspecified deep veins of right proximal lower extremity,http://hl7.org/fhir/sid/icd-10-cm
1516.deep-vein-thrombosis-dx,Deep Vein Thrombosis Diagnoses,I82.419,Acute embolism and thrombosis of unspecified femoral vein,http://hl7.org/fhir/sid/icd-10-cm
1516.deep-vein-thrombosis-dx,Deep Vein Thrombosis Diagnoses,I82.423,"Acute embolism and thrombosis of iliac vein, bilateral",http://hl7.org/fhir/sid/icd-10-cm
1516.deep-vein-thrombosis-dx,Deep Vein Thrombosis Diagnoses,I82.4Y9,Acute embolism and thrombosis of unspecified deep veins of unspecified proximal lower extremity,http://hl7.org/fhir/sid/icd-10-cm
1516.deep-vein-thrombosis-dx,Deep Vein Thrombosis Diagnoses,I82.4Z3,"Acute embolism and thrombosis of unspecified deep veins of distal lower extremity, bilateral",http://hl7.org/fhir/sid/icd-10-cm
1516.deep-vein-thrombosis-dx,Deep Vein Thrombosis Diagnoses,I82.4,Acute embolism and thrombosis of deep veins of lower extremity,http://hl7.org/fhir/sid/icd-10-cm
1516.deep-vein-thrombosis-dx,Deep Vein Thrombosis Diagnoses,I82.41,Acute embolism and thrombosis of femoral vein,http://hl7.org/fhir/sid/icd-10-cm
1516.deep-vein-thrombosis-dx,Deep Vein Thrombosis Diagnoses,I82.42,Acute embolism and thrombosis of iliac vein,http://hl7.org/fhir/sid/icd-10-cm
1516.deep-vein-thrombosis-dx,Deep Vein Thrombosis Diagnoses,I82.43,Acute embolism and thrombosis of popliteal vein,http://hl7.org/fhir/sid/icd-10-cm
1516.deep-vein-thrombosis-dx,Deep Vein Thrombosis Diagnoses,I82.44,Acute embolism and thrombosis of tibial vein,http://hl7.org/fhir/sid/icd-10-cm
1516.deep-vein-thrombosis-dx,Deep Vein Thrombosis Diagnoses,I82.49,Acute embolism and thrombosis of other specified deep vein of lower extremity,http://hl7.org/fhir/sid/icd-10-cm
1516.deep-vein-thrombosis-dx,Deep Vein Thrombosis Diagnoses,I82.4Y,Acute embolism and thrombosis of unspecified deep veins of proximal lower extremity,http://hl7.org/fhir/sid/icd-10-cm
1516.deep-vein-thrombosis-dx,Deep Vein Thrombosis Diagnoses,I82.4Z,Acute embolism and thrombosis of unspecified deep veins of distal lower extremity,http://hl7.org/fhir/sid/icd-10-cm
1516.deep-vein-thrombosis-dx,Deep Vein Thrombosis Diagnoses,I82.40,Acute embolism and thrombosis of unspecified deep veins of lower extremity,http://hl7.org/fhir/sid/icd-10-cm
1516.deep-vein-thrombosis-dx,Deep Vein Thrombosis Diagnoses,443210003,Deep venous thrombosis of peroneal vein (disorder),http://snomed.info/sct
1516.deep-vein-thrombosis-dx,Deep Vein Thrombosis Diagnoses,128053003,Deep venous thrombosis (disorder),http://snomed.info/sct
1516.deep-vein-thrombosis-dx,Deep Vein Thrombosis Diagnoses,404223003,Deep venous thrombosis of lower extremity (disorder),http://snomed.info/sct
1516.deep-vein-thrombosis-dx,Deep Vein Thrombosis Diagnoses,428781001,Deep venous thrombosis associated with coronary artery bypass graft (disorder),http://snomed.info/sct
1516.deep-vein-thrombosis-dx,Deep Vein Thrombosis Diagnoses,234043001,Thrombosis of vein of lower leg (disorder),http://snomed.info/sct
1516.deep-vein-thrombosis-dx,Deep Vein Thrombosis Diagnoses,134399007,Deep vein thrombosis of leg related to air travel (disorder),http://snomed.info/sct
1516.deep-vein-thrombosis-dx,Deep Vein Thrombosis Diagnoses,651000119108,Acute deep vein thrombosis of lower limb (disorder),http://snomed.info/sct
1516.deep-vein-thrombosis-dx,Deep Vein Thrombosis Diagnoses,444325005,Deep vein thrombosis of bilateral lower extremities (disorder),http://snomed.info/sct
1516.deep-vein-thrombosis-dx,Deep Vein Thrombosis Diagnoses,710167004,Recurrent deep vein thrombosis (disorder),http://snomed.info/sct
1516.deep-vein-thrombosis-dx,Deep Vein Thrombosis Diagnoses,132111000119107,Acute deep venous thrombosis of lower limb due to coronary artery bypass grafting (disorder),http://snomed.info/sct
1516.deep-vein-thrombosis-dx,Deep Vein Thrombosis Diagnoses,136781000119101,Acute deep venous thrombosis of lower extremity as complication of procedure (disorder),http://snomed.info/sct
1516.deep-vein-thrombosis-dx,Deep Vein Thrombosis Diagnoses,132281000119108,Acute deep venous thrombosis (disorder),http://snomed.info/sct
1516.deep-vein-thrombosis-dx,Deep Vein Thrombosis Diagnoses,703277001,Deep venous thrombosis of femoropopliteal vein (disorder),http://snomed.info/sct
1516.deep-vein-thrombosis-dx,Deep Vein Thrombosis Diagnoses,132301000119107,Acute deep venous thrombosis of iliofemoral vein (disorder),http://snomed.info/sct
1516.deep-vein-thrombosis-dx,Deep Vein Thrombosis Diagnoses,132291000119106,Acute deep venous thrombosis of femoral vein (disorder),http://snomed.info/sct
1516.deep-vein-thrombosis-dx,Deep Vein Thrombosis Diagnoses,132251000119101,Acute deep venous thrombosis of popliteal vein (disorder),http://snomed.info/sct
1516.deep-vein-thrombosis-dx,Deep Vein Thrombosis Diagnoses,457597009,Occlusion of iliac vein (disorder),http://snomed.info/sct
1516.deep-vein-thrombosis-dx,Deep Vein Thrombosis Diagnoses,427776007,Thrombosis of the popliteal vein (disorder),http://snomed.info/sct
1516.deep-vein-thrombosis-dx,Deep Vein Thrombosis Diagnoses,427775006,Deep venous thrombosis of profunda femoris vein (disorder),http://snomed.info/sct
1516.deep-vein-thrombosis-dx,Deep Vein Thrombosis Diagnoses,461418005,Acquired occlusion of iliac vein (disorder),http://snomed.info/sct
1516.deep-vein-thrombosis-dx,Deep Vein Thrombosis Diagnoses,132271000119105,Acute deep venous thrombosis of thigh (disorder),http://snomed.info/sct
1516.d-dimer-fibrin-labs,D-Dimer Fibrin Labs,48065-7,Fibrin D-dimer FEU,http://loinc.org
1516.d-dimer-fibrin-labs,D-Dimer Fibrin Labs,48058-2,Fibrin D-dimer DDU [Mass/volume] in Platelet poor plasma by Immunoassay,http://loinc.org
1516.d-dimer-fibrin-labs,D-Dimer Fibrin Labs,48066-5,Fibrin D-dimer DDU,http://loinc.org
1516.pulmonary-embolism-dx,Pulmonary Embolism Diagnoses,415.1,Pulmonary embolism and infarction,http://hl7.org/fhir/sid/icd-9-cm
1516.pulmonary-embolism-dx,Pulmonary Embolism Diagnoses,415.12,Septic pulmonary embolism,http://hl7.org/fhir/sid/icd-9-cm
1516.pulmonary-embolism-dx,Pulmonary Embolism Diagnoses,415.19,Other pulmonary embolism and infarction,http://hl7.org/fhir/sid/icd-9-cm
1516.pulmonary-embolism-dx,Pulmonary Embolism Diagnoses,415.11,Iatrogenic pulmonary embolism and infarction,http://hl7.org/fhir/sid/icd-9-cm
1516.pulmonary-embolism-dx,Pulmonary Embolism Diagnoses,415.13,Saddle embolus of pulmonary artery,http://hl7.org/fhir/sid/icd-9-cm
1516.pulmonary-embolism-dx,Pulmonary Embolism Diagnoses,I26.92,Saddle embolus of pulmonary artery without acute cor pulmonale,http://hl7.org/fhir/sid/icd-10-cm
1516.pulmonary-embolism-dx,Pulmonary Embolism Diagnoses,I26.99,Other pulmonary embolism without acute cor pulmonale,http://hl7.org/fhir/sid/icd-10-cm
1516.pulmonary-embolism-dx,Pulmonary Embolism Diagnoses,I26.90,Septic pulmonary embolism without acute cor pulmonale,http://hl7.org/fhir/sid/icd-10-cm
1516.pulmonary-embolism-dx,Pulmonary Embolism Diagnoses,I26.9,Pulmonary embolism without acute cor pulmonale,http://hl7.org/fhir/sid/icd-10-cm
1516.pulmonary-embolism-dx,Pulmonary Embolism Diagnoses,1001000119102,Pulmonary embolism with pulmonary infarction (disorder),http://snomed.info/sct
1516.pulmonary-embolism-dx,Pulmonary Embolism Diagnoses,441557008,Septic pulmonary embolism (disorder),http://snomed.info/sct
1516.pulmonary-embolism-dx,Pulmonary Embolism Diagnoses,59282003,Pulmonary embolism (disorder),http://snomed.info/sct
1516.pulmonary-embolism-dx,Pulmonary Embolism Diagnoses,438773007,Recurrent pulmonary embolism (disorder),http://snomed.info/sct
1516.pulmonary-embolism-dx,Pulmonary Embolism Diagnoses,194883006,Postoperative pulmonary embolus (disorder),http://snomed.info/sct
1516.pulmonary-embolism-dx,Pulmonary Embolism Diagnoses,233935004,Pulmonary thromboembolism (disorder),http://snomed.info/sct
1516.pulmonary-embolism-dx,Pulmonary Embolism Diagnoses,233936003,Acute massive pulmonary embolism (disorder),http://snomed.info/sct
1516.pulmonary-embolism-dx,Pulmonary Embolism Diagnoses,233937007,Subacute massive pulmonary embolism (disorder),http://snomed.info/sct
1516.pulmonary-embolism-dx,Pulmonary Embolism Diagnoses,233938002,Pulmonary fat embolism (disorder),http://snomed.info/sct
1516.pulmonary-embolism-dx,Pulmonary Embolism Diagnoses,233940007,Pulmonary tumor embolism (disorder),http://snomed.info/sct
1516.pulmonary-embolism-dx,Pulmonary Embolism Diagnoses,233947005,Thromboembolic pulmonary hypertension (disorder),http://snomed.info/sct
1516.pulmonary-embolism-dx,Pulmonary Embolism Diagnoses,252986008,Tumor embolus (disorder),http://snomed.info/sct
1516.pulmonary-embolism-dx,Pulmonary Embolism Diagnoses,57834008,Pulmonary artery thrombosis (disorder),http://snomed.info/sct
1516.pulmonary-embolism-dx,Pulmonary Embolism Diagnoses,64662007,Pulmonary infarction (disorder),http://snomed.info/sct
1516.pulmonary-embolism-dx,Pulmonary Embolism Diagnoses,69357003,Pulmonary thrombosis (disorder),http://snomed.info/sct
1516.pulmonary-embolism-dx,Pulmonary Embolism Diagnoses,74315008,Pulmonary microemboli (disorder),http://snomed.info/sct
1516.pulmonary-embolism-dx,Pulmonary Embolism Diagnoses,77892009,Pulmonary venous thrombosis (disorder),http://snomed.info/sct
1516.pulmonary-embolism-dx,Pulmonary Embolism Diagnoses,83727005,Hemorrhagic pulmonary infarction (disorder),http://snomed.info/sct
1516.pulmonary-embolism-dx,Pulmonary Embolism Diagnoses,1001000119102,Pulmonary embolism with pulmonary infarction (disorder),http://snomed.info/sct
1516.pulmonary-embolism-dx,Pulmonary Embolism Diagnoses,11029002,Pulmonary apoplexy (disorder),http://snomed.info/sct
1516.pulmonary-embolism-dx,Pulmonary Embolism Diagnoses,707414004,Acute pulmonary thromboembolism (disorder),http://snomed.info/sct
1516.pulmonary-embolism-dx,Pulmonary Embolism Diagnoses,713078005,Pulmonary embolism on long-term anticoagulation therapy (disorder),http://snomed.info/sct
1516.pulmonary-embolism-dx,Pulmonary Embolism Diagnoses,703636009,Pulmonary oil microembolism (disorder),http://snomed.info/sct
1516.pulmonary-embolism-dx,Pulmonary Embolism Diagnoses,706870000,Acute pulmonary embolism (disorder),http://snomed.info/sct
1516.pulmonary-embolism-dx,Pulmonary Embolism Diagnoses,441746000,Infarction of lung due to iatrogenic pulmonary embolism (disorder),http://snomed.info/sct
1516.ct-scan-chest,CT Scan of Chest,71250,"Computed tomography, thorax; without contrast material",http://www.ama-assn.org/go/cpt
1516.vq-scan,Ventilation-Perfusion Scan,78582,"Pulmonary ventilation (eg, aerosol or gas) and perfusion imaging",http://www.ama-assn.org/go/cpt
1516.mesenteric-splanchnic-thrombosis-dx,Mesenteric-Splanchnic Thrombosis Diagnoses,557.0,Acute vascular insufficiency of intestine,http://hl7.org/fhir/sid/icd-9-cm
1516.mesenteric-splanchnic-thrombosis-dx,Mesenteric-Splanchnic Thrombosis Diagnoses,444.89,Embolism and thrombosis of other specified artery,http://hl7.org/fhir/sid/icd-9-cm
1516.mesenteric-splanchnic-thrombosis-dx,Mesenteric-Splanchnic Thrombosis Diagnoses,I81,Portal vein thrombosis,http://hl7.org/fhir/sid/icd-10-cm
